id,city,confirmed,died,crued,confirmedRelative,asymptomaticRelative,asymptomatic,nativeRelative,curConfirm
479,湖南_娄底市,76,0,76,0,0,0,0,0
480,湖南_湘潭市,38,0,38,0,0,0,0,0
481,湖南_永州市,44,0,44,0,0,0,0,0
482,湖南_常德市,82,0,82,0,0,0,0,0
483,湖南_张家界市,77,0,77,0,0,0,0,0
484,湖南_岳阳市,156,1,155,0,0,0,0,0
485,湖南_株洲市,110,0,110,0,0,0,0,0
486,湖南_长沙市,247,2,245,0,0,0,0,0
487,湖南_邵阳市,102,1,101,0,0,0,0,0
488,湖南_湘西土家族苗族自治州,10,0,10,0,0,0,0,0
489,湖南_郴州市,39,0,39,0,0,0,0,0
490,湖南_怀化市,40,0,40,0,0,0,0,0
491,湖南_益阳市,63,0,63,0,0,0,0,0
492,湖南_境外输入,98,0,83,0,0,0,0,15
493,河南_安阳市,522,0,165,0,0,0,0,357
494,河南_信阳市,277,2,272,0,0,0,0,3
495,河南_周口市,101,1,76,0,0,0,0,24
496,河南_开封市,33,0,33,0,0,0,0,0
497,河南_许昌市,405,1,58,0,0,0,0,346
498,河南_濮阳市,17,0,17,0,0,0,0,0
499,河南_漯河市,36,0,36,0,0,0,0,0
500,河南_郑州市,488,5,329,0,0,0,0,154
501,河南_三门峡市,8,1,6,0,0,0,0,1
502,河南_驻马店市,143,0,143,0,0,0,0,0
503,河南_南阳市,156,3,153,0,0,0,0,0
504,河南_鹤壁市,19,0,19,0,0,0,0,0
505,河南_商丘市,109,3,104,0,0,0,0,2
506,河南_洛阳市,41,1,30,0,0,0,0,10
507,河南_新乡市,57,3,54,0,0,0,0,0
508,河南_焦作市,32,1,31,0,0,0,0,0
509,河南_平顶山市,59,1,57,1,0,0,1,1
510,河南_济源市,5,0,5,0,0,0,0,0
511,河南_境外输入,146,0,134,0,0,0,0,12
512,河南_待确认,0,0,262,0,0,0,0,0
513,广东_云浮市,-1,-1,-1,-1,-1,-1,-1,-1
514,广东_肇庆市,19,1,18,0,0,0,0,0
515,广东_珠海市,134,1,98,0,0,0,0,35
516,广东_河源市,5,0,5,0,0,0,0,0
517,广东_佛山市,101,0,101,0,0,0,0,0
518,广东_清远市,12,0,12,0,0,0,0,0
519,广东_汕尾市,6,0,6,0,0,0,0,0
520,广东_茂名市,14,0,14,0,0,0,0,0
521,广东_阳江市,14,0,14,0,0,0,0,0
522,广东_湛江市,23,0,23,0,0,0,0,0
523,广东_中山市,71,0,68,0,0,0,0,3
524,广东_惠州市,62,0,62,0,0,0,0,0
525,广东_揭阳市,10,0,10,0,0,0,0,0
526,广东_梅州市,17,0,16,0,0,0,0,1
527,广东_深圳市,448,3,428,0,0,0,0,17
528,广东_汕头市,25,0,25,0,0,0,0,0
529,广东_江门市,23,0,23,0,0,0,0,0
530,广东_韶关市,10,1,9,0,0,0,0,0
531,广东_东莞市,128,1,101,0,0,0,0,26
532,广东_广州市,526,1,522,0,0,0,0,3
533,广东_潮州市,5,0,5,0,0,0,0,0
534,广东_境外输入,2099,0,1909,7,14,0,0,190
535,广东_待确认,0,0,85,0,0,0,0,0
536,浙江_台州市,147,0,147,0,0,0,0,0
537,浙江_嘉兴市,46,0,46,0,0,0,0,0
538,浙江_湖州市,10,0,10,0,0,0,0,0
539,浙江_舟山市,10,0,10,0,0,0,0,0
540,浙江_绍兴市,429,0,416,0,0,0,0,13
541,浙江_宁波市,269,0,159,0,0,0,0,110
542,浙江_杭州市,297,0,185,24,0,0,24,112
543,浙江_金华市,57,0,55,0,0,0,0,2
544,浙江_丽水市,17,0,17,0,0,0,0,0
545,浙江_温州市,504,1,503,0,0,0,0,0
546,浙江_衢州市,14,0,14,0,0,0,0,0
547,浙江_省十里丰监狱市,36,0,36,0,0,0,0,0
548,浙江_境外输入,369,0,268,0,4,0,0,101
549,湖北_仙桃市,575,22,553,0,0,0,0,0
550,湖北_天门市,498,15,483,0,0,0,0,0
551,湖北_随州市,1307,45,1262,0,0,0,0,0
552,湖北_咸宁市,836,15,821,0,0,0,0,0
553,湖北_十堰市,672,8,664,0,0,0,0,0
554,湖北_恩施土家族苗族自治州,252,7,245,0,0,0,0,0
555,湖北_襄阳市,1175,40,1135,0,0,0,0,0
556,湖北_荆州市,1582,52,1530,0,0,0,0,0
557,湖北_神农架林区,11,0,11,0,0,0,0,0
558,湖北_宜昌市,931,37,894,0,0,0,0,0
559,湖北_潜江市,198,9,189,0,0,0,0,0
560,湖北_武汉市,50380,3869,46511,0,0,0,0,0
561,湖北_黄冈市,2912,125,2787,0,0,0,0,0
562,湖北_孝感市,3518,129,3389,0,0,0,0,0
563,湖北_黄石市,1015,39,976,0,0,0,0,0
564,湖北_荆门市,971,41,930,0,0,0,0,0
565,湖北_鄂州市,1395,59,1336,0,0,0,0,0
566,湖北_境外输入,92,0,91,0,0,0,0,1
